SENTENCE_NAME	VIDEO_PATH	SENTENCE	POSE_DIR
beSlOio5zRI_3-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beSlOio5zRI_3-8-rgb_front.mp4	April is seated in Dandasana lengthening up from the tailbone to her crown and reaching out through her heels.	datasets/training_data/train_2D_keypoints/openpose_output/json/beSlOio5zRI_3-8-rgb_front
beVJrP2hs8o_1-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beVJrP2hs8o_1-4-rgb_front.mp4	So, the Dandasana pose, staff pose, is one that can counteract the forces of gravity and just life as it presents itself.	datasets/training_data/train_2D_keypoints/openpose_output/json/beVJrP2hs8o_1-4-rgb_front
beVJrP2hs8o_12-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beVJrP2hs8o_12-4-rgb_front.mp4	Now, Faith has a very nice, long spine.	datasets/training_data/train_2D_keypoints/openpose_output/json/beVJrP2hs8o_12-4-rgb_front
beVJrP2hs8o_3-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beVJrP2hs8o_3-4-rgb_front.mp4	So she's going to extend her legs out in front of her.	datasets/training_data/train_2D_keypoints/openpose_output/json/beVJrP2hs8o_3-4-rgb_front
beZVrUpjpwk_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beZVrUpjpwk_11-8-rgb_front.mp4	Same thing here.	datasets/training_data/train_2D_keypoints/openpose_output/json/beZVrUpjpwk_11-8-rgb_front
beZVrUpjpwk_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beZVrUpjpwk_13-8-rgb_front.mp4	If you are squared, if you're facing the basket, you're going to up your chances tremendously of making that shot.	datasets/training_data/train_2D_keypoints/openpose_output/json/beZVrUpjpwk_13-8-rgb_front
beZVrUpjpwk_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beZVrUpjpwk_6-8-rgb_front.mp4	If I took their shoulders and drew lines off their shoulders, they are facing right to the basket.	datasets/training_data/train_2D_keypoints/openpose_output/json/beZVrUpjpwk_6-8-rgb_front
beZVrUpjpwk_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beZVrUpjpwk_9-8-rgb_front.mp4	Now, if he takes a step down to the baseline, he takes a step down the baseline, we don't want him to shoot the ball from the shoulder coming over the top.	datasets/training_data/train_2D_keypoints/openpose_output/json/beZVrUpjpwk_9-8-rgb_front
beiObN0JB7c_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beiObN0JB7c_1-5-rgb_front.mp4	For your table, for any party.	datasets/training_data/train_2D_keypoints/openpose_output/json/beiObN0JB7c_1-5-rgb_front
beiObN0JB7c_11-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/beiObN0JB7c_11-5-rgb_front.mp4	So we can start with just a plain hat and build on from there.	datasets/training_data/train_2D_keypoints/openpose_output/json/beiObN0JB7c_11-5-rgb_front
berpJe71eNY_0-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/berpJe71eNY_0-4-rgb_front.mp4	Okay, I've doused a little bit of this sand trap with water because we got a nice dry, sunny day here.	datasets/training_data/train_2D_keypoints/openpose_output/json/berpJe71eNY_0-4-rgb_front
berpJe71eNY_2-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/berpJe71eNY_2-4-rgb_front.mp4	So I don't have any great advice for you on wet sand because I want you to do what we've talked about and just practice out of it.	datasets/training_data/train_2D_keypoints/openpose_output/json/berpJe71eNY_2-4-rgb_front
bfNbGx1yLdE_1-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bfNbGx1yLdE_1-4-rgb_front.mp4	First let's talk about what causes hair breakage.	datasets/training_data/train_2D_keypoints/openpose_output/json/bfNbGx1yLdE_1-4-rgb_front
bfNbGx1yLdE_11-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bfNbGx1yLdE_11-4-rgb_front.mp4	You can use something like this, they are like rubber bands, but they're specifically for hair.	datasets/training_data/train_2D_keypoints/openpose_output/json/bfNbGx1yLdE_11-4-rgb_front
bgGB_uXI5Sc_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bgGB_uXI5Sc_6-8-rgb_front.mp4	Speaking of the bag you want to keep it in a rope bag and keep it out of the dirt, out of the moisture and keep it well protected.	datasets/training_data/train_2D_keypoints/openpose_output/json/bgGB_uXI5Sc_6-8-rgb_front
bgGB_uXI5Sc_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bgGB_uXI5Sc_9-8-rgb_front.mp4	Any time that you talk about doing this you want to make sure that you get the proper instruction on how to inspect a climbing rope and how to calculate the amount of falls it can take.	datasets/training_data/train_2D_keypoints/openpose_output/json/bgGB_uXI5Sc_9-8-rgb_front
bhSWgP3DSYI_1-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhSWgP3DSYI_1-8-rgb_front.mp4	Now, this is not just your normal light bulb that you could at your house.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhSWgP3DSYI_1-8-rgb_front
bhwmLgCrgVU_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhwmLgCrgVU_11-8-rgb_front.mp4	By the lid of the eye, I mean the ball of the eye, which is where the eye ball protrudes.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhwmLgCrgVU_11-8-rgb_front
bhwmLgCrgVU_21-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhwmLgCrgVU_21-8-rgb_front.mp4	No big deal.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhwmLgCrgVU_21-8-rgb_front
bhwmLgCrgVU_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhwmLgCrgVU_5-8-rgb_front.mp4	This is very similar color as we're using on the lips.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhwmLgCrgVU_5-8-rgb_front
bhwmLgCrgVU_7-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhwmLgCrgVU_7-8-rgb_front.mp4	I'm going to do it very lightly.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhwmLgCrgVU_7-8-rgb_front
bhwmLgCrgVU_8-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bhwmLgCrgVU_8-8-rgb_front.mp4	I'm actually going to use a fluffier brush that I would normally use on the crease because I don't want it to be so concentrated on the lid.	datasets/training_data/train_2D_keypoints/openpose_output/json/bhwmLgCrgVU_8-8-rgb_front
biBBePKaQMY_15-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/biBBePKaQMY_15-4-rgb_front.mp4	It's too salty it takes and eats up more of the water that you have in your body.	datasets/training_data/train_2D_keypoints/openpose_output/json/biBBePKaQMY_15-4-rgb_front
biBBePKaQMY_6-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/biBBePKaQMY_6-4-rgb_front.mp4	That you can draw from if you do draw from a stream.	datasets/training_data/train_2D_keypoints/openpose_output/json/biBBePKaQMY_6-4-rgb_front
biBBePKaQMY_9-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/biBBePKaQMY_9-4-rgb_front.mp4	That rocks and stuff they naturally filter the water.	datasets/training_data/train_2D_keypoints/openpose_output/json/biBBePKaQMY_9-4-rgb_front
bjQrRezhvQU_14-1-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bjQrRezhvQU_14-1-rgb_front.mp4	The hue is the first and most obvious dimension which usually identifies the color by name.	datasets/training_data/train_2D_keypoints/openpose_output/json/bjQrRezhvQU_14-1-rgb_front
bjQrRezhvQU_24-1-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bjQrRezhvQU_24-1-rgb_front.mp4	And as an artist, as a calligrapher you certainly have your choice about that.	datasets/training_data/train_2D_keypoints/openpose_output/json/bjQrRezhvQU_24-1-rgb_front
bjQrRezhvQU_5-1-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bjQrRezhvQU_5-1-rgb_front.mp4	But you might want to get yourself a thing called a color wheel, which is something that helps you think about colors.	datasets/training_data/train_2D_keypoints/openpose_output/json/bjQrRezhvQU_5-1-rgb_front
blRbyoIFBss_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/blRbyoIFBss_1-5-rgb_front.mp4	How do you become a television producer?	datasets/training_data/train_2D_keypoints/openpose_output/json/blRbyoIFBss_1-5-rgb_front
blRbyoIFBss_15-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/blRbyoIFBss_15-5-rgb_front.mp4	It's just hard work, but that's what television... being... that's how you get to be a television producer.	datasets/training_data/train_2D_keypoints/openpose_output/json/blRbyoIFBss_15-5-rgb_front
blRbyoIFBss_3-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/blRbyoIFBss_3-5-rgb_front.mp4	And how do you do that?	datasets/training_data/train_2D_keypoints/openpose_output/json/blRbyoIFBss_3-5-rgb_front
bnIoz-4U3xw_10-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bnIoz-4U3xw_10-8-rgb_front.mp4	Now it is asking what kind of point of interest do we want?	datasets/training_data/train_2D_keypoints/openpose_output/json/bnIoz-4U3xw_10-8-rgb_front
bnIoz-4U3xw_12-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bnIoz-4U3xw_12-8-rgb_front.mp4	We would pick a restaurant and just like that we have all the places that are remotely close to us.	datasets/training_data/train_2D_keypoints/openpose_output/json/bnIoz-4U3xw_12-8-rgb_front
bnIoz-4U3xw_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bnIoz-4U3xw_2-8-rgb_front.mp4	Chapter 7 choosing your destination with points of interest.	datasets/training_data/train_2D_keypoints/openpose_output/json/bnIoz-4U3xw_2-8-rgb_front
bo3G_k9XSPY_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bo3G_k9XSPY_13-8-rgb_front.mp4	And here we've got a nice little large mouth bass.	datasets/training_data/train_2D_keypoints/openpose_output/json/bo3G_k9XSPY_13-8-rgb_front
bo3G_k9XSPY_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bo3G_k9XSPY_6-8-rgb_front.mp4	So in, so you always want that slack, you always want that line nice and straight.	datasets/training_data/train_2D_keypoints/openpose_output/json/bo3G_k9XSPY_6-8-rgb_front
bo3G_k9XSPY_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bo3G_k9XSPY_9-8-rgb_front.mp4	Let it take its line, let it tire himself out and be patient.	datasets/training_data/train_2D_keypoints/openpose_output/json/bo3G_k9XSPY_9-8-rgb_front
bogUNcjjm8Q_4-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bogUNcjjm8Q_4-8-rgb_front.mp4	It can go wider or shorter.	datasets/training_data/train_2D_keypoints/openpose_output/json/bogUNcjjm8Q_4-8-rgb_front
br-gJiD-YfA_14-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/br-gJiD-YfA_14-5-rgb_front.mp4	And that's important because if this tractor is in gear and a neighbor kid comes up and turns the key on, if it doesn't have this feature the tractor will start, and it's in gear, it will immediately start moving and people get crushed in that manner.	datasets/training_data/train_2D_keypoints/openpose_output/json/br-gJiD-YfA_14-5-rgb_front
br-gJiD-YfA_7-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/br-gJiD-YfA_7-5-rgb_front.mp4	You will not be protected if you're not in this center area inside the protective zone, so you always want to wear your seat belt when you're on the tractor.	datasets/training_data/train_2D_keypoints/openpose_output/json/br-gJiD-YfA_7-5-rgb_front
br-gJiD-YfA_8-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/br-gJiD-YfA_8-5-rgb_front.mp4	The next thing is a PTO shield.	datasets/training_data/train_2D_keypoints/openpose_output/json/br-gJiD-YfA_8-5-rgb_front
brD68XY2rZs_16-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_16-8-rgb_front.mp4	Keep it cool.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_16-8-rgb_front
brD68XY2rZs_19-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_19-8-rgb_front.mp4	This person, they don't know it, but they are your enemy.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_19-8-rgb_front
brD68XY2rZs_26-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_26-8-rgb_front.mp4	When I say go, you're going to try and keep your defender between you and your enemy.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_26-8-rgb_front
brD68XY2rZs_29-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_29-8-rgb_front.mp4	Before I say go, remember safely first.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_29-8-rgb_front
brD68XY2rZs_34-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_34-8-rgb_front.mp4	And everybody laughs.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_34-8-rgb_front
brD68XY2rZs_36-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_36-8-rgb_front.mp4	You were my defender.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_36-8-rgb_front
brD68XY2rZs_39-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_39-8-rgb_front.mp4	It gets people moving and gets people close together in a way that doesn't feel too creepy.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_39-8-rgb_front
brD68XY2rZs_44-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_44-8-rgb_front.mp4	That is enemy defender, an improv icebreaker.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_44-8-rgb_front
brD68XY2rZs_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/brD68XY2rZs_5-8-rgb_front.mp4	I like to facilitate this game with everyone walking around the room.	datasets/training_data/train_2D_keypoints/openpose_output/json/brD68XY2rZs_5-8-rgb_front
btSrRQAWN6k_1-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btSrRQAWN6k_1-4-rgb_front.mp4	The first part is the outer ear, so we examine the external part of the ear which we refer to as the pinna and the ear canal.	datasets/training_data/train_2D_keypoints/openpose_output/json/btSrRQAWN6k_1-4-rgb_front
btSrRQAWN6k_3-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btSrRQAWN6k_3-4-rgb_front.mp4	The second part of the assessment evaluates the middle ear.	datasets/training_data/train_2D_keypoints/openpose_output/json/btSrRQAWN6k_3-4-rgb_front
btgl52iuJGk_11-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btgl52iuJGk_11-8-rgb_front.mp4	Try to keep your hands and hair away form your face to reduce oil and dirt.	datasets/training_data/train_2D_keypoints/openpose_output/json/btgl52iuJGk_11-8-rgb_front
btgl52iuJGk_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btgl52iuJGk_13-8-rgb_front.mp4	If you already have pimples, don't pop them.	datasets/training_data/train_2D_keypoints/openpose_output/json/btgl52iuJGk_13-8-rgb_front
btgl52iuJGk_7-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btgl52iuJGk_7-8-rgb_front.mp4	You can use a towel for this.	datasets/training_data/train_2D_keypoints/openpose_output/json/btgl52iuJGk_7-8-rgb_front
btgl52iuJGk_8-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btgl52iuJGk_8-8-rgb_front.mp4	Be careful not to put your face too close to the pot or boiling water.	datasets/training_data/train_2D_keypoints/openpose_output/json/btgl52iuJGk_8-8-rgb_front
btwQXw3e8G8_15-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btwQXw3e8G8_15-8-rgb_front.mp4	Now a lot of photo copy machines will have a contrast.	datasets/training_data/train_2D_keypoints/openpose_output/json/btwQXw3e8G8_15-8-rgb_front
btwQXw3e8G8_5-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/btwQXw3e8G8_5-8-rgb_front.mp4	Take for example this photo copy.	datasets/training_data/train_2D_keypoints/openpose_output/json/btwQXw3e8G8_5-8-rgb_front
buc5dUzP57k_10-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/buc5dUzP57k_10-3-rgb_front.mp4	Because believe it or not, that's how long it takes, about two or three weeks to get your real estate license.	datasets/training_data/train_2D_keypoints/openpose_output/json/buc5dUzP57k_10-3-rgb_front
buc5dUzP57k_4-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/buc5dUzP57k_4-3-rgb_front.mp4	You know, you're working that 8 - 5 job and you're probably feeling discouraged right now.	datasets/training_data/train_2D_keypoints/openpose_output/json/buc5dUzP57k_4-3-rgb_front
bunoLSdIKXo_16-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bunoLSdIKXo_16-8-rgb_front.mp4	Horseback riding and horses helping people reach out, reaching potentials in their lives they never expected to.	datasets/training_data/train_2D_keypoints/openpose_output/json/bunoLSdIKXo_16-8-rgb_front
bunoLSdIKXo_2-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bunoLSdIKXo_2-8-rgb_front.mp4	If you have a son or daughter or know someone with a physical, mental or even psychological disability, sometimes horseback riding can be really beneficial.	datasets/training_data/train_2D_keypoints/openpose_output/json/bunoLSdIKXo_2-8-rgb_front
bvyUUBpwesg_4-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bvyUUBpwesg_4-3-rgb_front.mp4	So let's get started.	datasets/training_data/train_2D_keypoints/openpose_output/json/bvyUUBpwesg_4-3-rgb_front
bvyUUBpwesg_6-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bvyUUBpwesg_6-3-rgb_front.mp4	I think to buy it's, to buy things in their more natural whole state is best.	datasets/training_data/train_2D_keypoints/openpose_output/json/bvyUUBpwesg_6-3-rgb_front
bvyUUBpwesg_9-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bvyUUBpwesg_9-3-rgb_front.mp4	This is a couple of organic peanut butter and I'm using the cream make because this is a dip and I want it smooth.	datasets/training_data/train_2D_keypoints/openpose_output/json/bvyUUBpwesg_9-3-rgb_front
bwLhAEu1h90_11-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_11-5-rgb_front.mp4	So, sit-on-top kayaks are great if you want to be out on a day like to today where it's nice and sunny.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_11-5-rgb_front
bwLhAEu1h90_21-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_21-5-rgb_front.mp4	Notice the width on this boat from here to here, that's going to make the boat a lot more stable than other kayaks.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_21-5-rgb_front
bwLhAEu1h90_23-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_23-5-rgb_front.mp4	The flatter the bottom also will bring up the stability.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_23-5-rgb_front
bwLhAEu1h90_31-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_31-5-rgb_front.mp4	The first two boats we looked at were about 10 feet long, this one's about 14 feet long.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_31-5-rgb_front
bwLhAEu1h90_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_4-5-rgb_front.mp4	So, looking at a sit-on-top kayak, they're all basically the same.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_4-5-rgb_front
bwLhAEu1h90_41-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_41-5-rgb_front.mp4	And if you look at the front and back of these boats, notice how they have V-hull on them, this will make going straight a lot easier for you.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_41-5-rgb_front
bwLhAEu1h90_43-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_43-5-rgb_front.mp4	So, what you give up in going straight in the other boats, you gain in this boat but turning this one will be a lot harder.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_43-5-rgb_front
bwLhAEu1h90_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_6-5-rgb_front.mp4	They have some type of foot wells or foot pedals in them depending if they do or don't have a rudder.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_6-5-rgb_front
bwLhAEu1h90_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwLhAEu1h90_9-5-rgb_front.mp4	But like I said, the best thing about a sit-on-top kayak is the ease of getting in and out.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwLhAEu1h90_9-5-rgb_front
bwnfdMdvWFQ_6-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwnfdMdvWFQ_6-4-rgb_front.mp4	With dehydrated skin you want to definitely do proper home care treatments, your masks on a bi-weekly basis, you want to break down your papayas to break down those dead skin cells because you don't want to get that surface build up but at the same time with dehydrated skin moisturizing is the most important step for them as well.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwnfdMdvWFQ_6-4-rgb_front
bwnfdMdvWFQ_9-4-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwnfdMdvWFQ_9-4-rgb_front.mp4	As far as that goes that is the way to properly treat dehydrated skin.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwnfdMdvWFQ_9-4-rgb_front
bwvtAII4pG0_13-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_13-5-rgb_front.mp4	What's really important here, guys, is that you use your hips.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_13-5-rgb_front
bwvtAII4pG0_21-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_21-5-rgb_front.mp4	Nice and slow.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_21-5-rgb_front
bwvtAII4pG0_23-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_23-5-rgb_front.mp4	Right here, guys, we're going to continue to do it for three more counts.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_23-5-rgb_front
bwvtAII4pG0_33-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_33-5-rgb_front.mp4	Five, six, seven.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_33-5-rgb_front
bwvtAII4pG0_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_6-5-rgb_front.mp4	Let me demonstrate it from the back.	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_6-5-rgb_front
bwvtAII4pG0_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bwvtAII4pG0_9-5-rgb_front.mp4	Okay?	datasets/training_data/train_2D_keypoints/openpose_output/json/bwvtAII4pG0_9-5-rgb_front
bxPH-LRp-mY_13-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bxPH-LRp-mY_13-8-rgb_front.mp4	You can visit me at parkerhomerenovations.com.	datasets/training_data/train_2D_keypoints/openpose_output/json/bxPH-LRp-mY_13-8-rgb_front
bxPH-LRp-mY_6-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bxPH-LRp-mY_6-8-rgb_front.mp4	Now what you do is you'll mount the hinge on the back of the cabinet door two inches from the top of the door, two inches from the bottom of the door on the hinge side.	datasets/training_data/train_2D_keypoints/openpose_output/json/bxPH-LRp-mY_6-8-rgb_front
bxPH-LRp-mY_9-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bxPH-LRp-mY_9-8-rgb_front.mp4	Now this hinge here mounts on the outside of the facing of the cabinet.	datasets/training_data/train_2D_keypoints/openpose_output/json/bxPH-LRp-mY_9-8-rgb_front
bxzjO0cMUyc_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bxzjO0cMUyc_0-8-rgb_front.mp4	Hi!	datasets/training_data/train_2D_keypoints/openpose_output/json/bxzjO0cMUyc_0-8-rgb_front
byClH8sN7Wg_0-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/byClH8sN7Wg_0-8-rgb_front.mp4	There are other things you need to keep in mind about when not to massage your horse.	datasets/training_data/train_2D_keypoints/openpose_output/json/byClH8sN7Wg_0-8-rgb_front
bypEEFgkWyw_22-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bypEEFgkWyw_22-8-rgb_front.mp4	So who invented homework?	datasets/training_data/train_2D_keypoints/openpose_output/json/bypEEFgkWyw_22-8-rgb_front
bypEEFgkWyw_3-8-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bypEEFgkWyw_3-8-rgb_front.mp4	Most people probably want to choke the guy who invented homework.	datasets/training_data/train_2D_keypoints/openpose_output/json/bypEEFgkWyw_3-8-rgb_front
bz-afk_q_1w_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bz-afk_q_1w_1-5-rgb_front.mp4	Obviously once they're cut up it's kind of, you've got to kind of guess at what needs to be ironed at what, on what level, what setting.	datasets/training_data/train_2D_keypoints/openpose_output/json/bz-afk_q_1w_1-5-rgb_front
bzTy65XT4_o_5-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bzTy65XT4_o_5-3-rgb_front.mp4	Both on the bottom and the top.	datasets/training_data/train_2D_keypoints/openpose_output/json/bzTy65XT4_o_5-3-rgb_front
bzTy65XT4_o_7-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bzTy65XT4_o_7-3-rgb_front.mp4	Because lipstick does dry your lips out quite a lot.	datasets/training_data/train_2D_keypoints/openpose_output/json/bzTy65XT4_o_7-3-rgb_front
bzTy65XT4_o_8-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/bzTy65XT4_o_8-3-rgb_front.mp4	And, get a good amount, spread it around and to the corners of your lips as much as possible.	datasets/training_data/train_2D_keypoints/openpose_output/json/bzTy65XT4_o_8-3-rgb_front
c0uMDWywVf0_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/c0uMDWywVf0_4-5-rgb_front.mp4	I wanted to just be a little more random.	datasets/training_data/train_2D_keypoints/openpose_output/json/c0uMDWywVf0_4-5-rgb_front
c11S3-7gekg_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/c11S3-7gekg_4-5-rgb_front.mp4	We've got our G, our B, our 1 and our 3, 5 D, G again.	datasets/training_data/train_2D_keypoints/openpose_output/json/c11S3-7gekg_4-5-rgb_front
c1lkiz9M8xo_17-9-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/c1lkiz9M8xo_17-9-rgb_front.mp4	This way I'm on balance.	datasets/training_data/train_2D_keypoints/openpose_output/json/c1lkiz9M8xo_17-9-rgb_front
c1lkiz9M8xo_18-9-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/c1lkiz9M8xo_18-9-rgb_front.mp4	Ok, so if he tries to wrestle with me and twist, you know, I can move around.	datasets/training_data/train_2D_keypoints/openpose_output/json/c1lkiz9M8xo_18-9-rgb_front
