VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
DXZnIJIa918	DXZnIJIa918-8-rgb_front	DXZnIJIa918_3	DXZnIJIa918_3-8-rgb_front	23.49	33.3	As you, when you're in completion of your undergraduate experience you'll need to take what is called the Medical College Admissions Test.
D_w6T4nO-KA	D_w6T4nO-KA-8-rgb_front	D_w6T4nO-KA_1	D_w6T4nO-KA_1-8-rgb_front	1.31	4.17	We are talking about how to throw Ninja Stars.
D_w6T4nO-KA	D_w6T4nO-KA-8-rgb_front	D_w6T4nO-KA_17	D_w6T4nO-KA_17-8-rgb_front	108.98	119.29	You don't want to let your arm pass too far because then your release will be off and you will throw the Ninja Star off so you want to make sure that your arm is locked out to wherever you are throwing your Ninja Star at.
D_w6T4nO-KA	D_w6T4nO-KA-8-rgb_front	D_w6T4nO-KA_18	D_w6T4nO-KA_18-8-rgb_front	119.46	127.06	That is just a little bit more information about Ninja Stars and how to get started in throwing.
Db5SUQvNsHc	Db5SUQvNsHc-1-rgb_front	Db5SUQvNsHc_0	Db5SUQvNsHc_0-1-rgb_front	0.68	8.73	Part of the fun of Pokemon is that it is a collectible card game.
Db5SUQvNsHc	Db5SUQvNsHc-1-rgb_front	Db5SUQvNsHc_15	Db5SUQvNsHc_15-1-rgb_front	83.5	86.08	Your killer deck.
DcaZwBc3SXk	DcaZwBc3SXk-8-rgb_front	DcaZwBc3SXk_11	DcaZwBc3SXk_11-8-rgb_front	85.54	96.11	We can use--we can make a clasp just like this that doesn't--that even though this one won't go in, I'm going to make one like this that will fit in this hole and work just fine.
DcaZwBc3SXk	DcaZwBc3SXk-8-rgb_front	DcaZwBc3SXk_4	DcaZwBc3SXk_4-8-rgb_front	20.19	25.77	And I'm going to actually make the hole big enough that I can cut down farther in with my grinding bit.
DcaZwBc3SXk	DcaZwBc3SXk-8-rgb_front	DcaZwBc3SXk_6	DcaZwBc3SXk_6-8-rgb_front	31.38	34.89	So, I'm just going to go in until the hole appears to be wide enough that I can cut down a little further with this one.
DcaZwBc3SXk	DcaZwBc3SXk-8-rgb_front	DcaZwBc3SXk_9	DcaZwBc3SXk_9-8-rgb_front	74.26	82.37	Originally, I was going to use this bit to go all the way through but that hole is looking really, really good.
DcnH1GxziLs	DcnH1GxziLs-8-rgb_front	DcnH1GxziLs_15	DcnH1GxziLs_15-8-rgb_front	127.54	136.3	This is where a strong logo icon and bold logo type will really stand out.
DcnH1GxziLs	DcnH1GxziLs-8-rgb_front	DcnH1GxziLs_4	DcnH1GxziLs_4-8-rgb_front	25.7	31.01	However, there are many occasions when the use of a multi-colored logo just will not be practical.
DcpSAcbj81w	DcpSAcbj81w-5-rgb_front	DcpSAcbj81w_10	DcpSAcbj81w_10-5-rgb_front	71.56	73.03	We tell him to stay.
DcpSAcbj81w	DcpSAcbj81w-5-rgb_front	DcpSAcbj81w_5	DcpSAcbj81w_5-5-rgb_front	38.32	46.66	You know as far as training goes in the beginning we start with a five to six foot leash.
Dd6r7jX4VOQ	Dd6r7jX4VOQ-3-rgb_front	Dd6r7jX4VOQ_14	Dd6r7jX4VOQ_14-3-rgb_front	118.18	120.52	Find out what your trade-in is worth.
De2llnXYz1U	De2llnXYz1U-5-rgb_front	De2llnXYz1U_11	De2llnXYz1U_11-5-rgb_front	88.0	97.04	The call waiting is another good way to take advantage of the telephone, to do two calls at the same time.
De2llnXYz1U	De2llnXYz1U-5-rgb_front	De2llnXYz1U_3	De2llnXYz1U_3-5-rgb_front	24.52	31.89	If it's a local number, you just need to dial the seven digits, without the area code.
DfnfG8p46xc	DfnfG8p46xc-2-rgb_front	DfnfG8p46xc_10	DfnfG8p46xc_10-2-rgb_front	73.47	79.62	Go on and decorate it like you would even a powder room or a small room, but have fun with it.
DfnfG8p46xc	DfnfG8p46xc-2-rgb_front	DfnfG8p46xc_12	DfnfG8p46xc_12-2-rgb_front	93.31	100.09	Really organize it, make it very clean because you have your clean clothes in there.
DfnfG8p46xc	DfnfG8p46xc-2-rgb_front	DfnfG8p46xc_7	DfnfG8p46xc_7-2-rgb_front	52.55	57.3	This laundry room has a great color in it, but it's not really a fun color.
DfnfG8p46xc	DfnfG8p46xc-2-rgb_front	DfnfG8p46xc_8	DfnfG8p46xc_8-2-rgb_front	57.7	67.0	It's the color that goes with the rest of the house, and you can just break the mold and do whatever makes you kind of energetic -- a bright apple green, an orange.
Dg2DjTVCGww	Dg2DjTVCGww-4-rgb_front	Dg2DjTVCGww_10	Dg2DjTVCGww_10-4-rgb_front	48.12	57.58	Here, we are going to do an open break, so we'll push on one, pull on two, now here's what we want to do we want to pull the girl forward and make her turn at the same time.
Dg2DjTVCGww	Dg2DjTVCGww-4-rgb_front	Dg2DjTVCGww_20	Dg2DjTVCGww_20-4-rgb_front	99.0	103.34	We're going to push her forward on five, turn her on six, catch her on seven.
Dg2DjTVCGww	Dg2DjTVCGww-4-rgb_front	Dg2DjTVCGww_5	Dg2DjTVCGww_5-4-rgb_front	28.24	36.72	What you want to avoid doing is bringing the left hand over here to the right hand because that makes the girl feel like she's supposed to turn.
Dh9XkH0EOMA	Dh9XkH0EOMA-8-rgb_front	Dh9XkH0EOMA_6	Dh9XkH0EOMA_6-8-rgb_front	33.49	37.11	So we're going to be replacing that with a better insulated door.
Dh9XkH0EOMA	Dh9XkH0EOMA-8-rgb_front	Dh9XkH0EOMA_9	Dh9XkH0EOMA_9-8-rgb_front	50.48	59.25	Now additionally, there is a significant amount of air that leaks through the door on the bottoms, on the sides and on the top.
DhN9zRgCbBU	DhN9zRgCbBU-5-rgb_front	DhN9zRgCbBU_0	DhN9zRgCbBU_0-5-rgb_front	0.64	3.13	We're going to doing the jump.
DhN9zRgCbBU	DhN9zRgCbBU-5-rgb_front	DhN9zRgCbBU_14	DhN9zRgCbBU_14-5-rgb_front	50.09	56.43	Once they get that down, what you need to do is start adding jumps.
DhN9zRgCbBU	DhN9zRgCbBU-5-rgb_front	DhN9zRgCbBU_24	DhN9zRgCbBU_24-5-rgb_front	81.77	85.79	And you need to start coming over the jumps.
DhN9zRgCbBU	DhN9zRgCbBU-5-rgb_front	DhN9zRgCbBU_26	DhN9zRgCbBU_26-5-rgb_front	86.09	86.85	Good girl!
DiLm4237V8s	DiLm4237V8s-8-rgb_front	DiLm4237V8s_3	DiLm4237V8s_3-8-rgb_front	31.49	36.75	Anybody can put up a sign and say okay, I'm a dog trainer and start training people's dogs.
DlfWkmIQFsA	DlfWkmIQFsA-5-rgb_front	DlfWkmIQFsA_1	DlfWkmIQFsA_1-5-rgb_front	14.01	18.58	I recommend this being an hour or less.
DmM1wHOWDyA	DmM1wHOWDyA-5-rgb_front	DmM1wHOWDyA_15	DmM1wHOWDyA_15-5-rgb_front	91.21	98.11	I've got a right punch and a left punch.
DmM1wHOWDyA	DmM1wHOWDyA-5-rgb_front	DmM1wHOWDyA_5	DmM1wHOWDyA_5-5-rgb_front	36.7	44.29	If I've got my arm up in a touchdown position and my left arm is on my hip, this is a right punch.
DmM1wHOWDyA	DmM1wHOWDyA-5-rgb_front	DmM1wHOWDyA_7	DmM1wHOWDyA_7-5-rgb_front	55.46	60.06	I can take that down making it a left low punch.
DmM1wHOWDyA	DmM1wHOWDyA-5-rgb_front	DmM1wHOWDyA_8	DmM1wHOWDyA_8-5-rgb_front	60.43	64.11	I can also do a right low punch.
DoASe1QfXuI	DoASe1QfXuI-3-rgb_front	DoASe1QfXuI_7	DoASe1QfXuI_7-3-rgb_front	65.68	73.45	But this usually sticks very well to itself, and there's never much trouble in keeping that together.
DoASe1QfXuI	DoASe1QfXuI-3-rgb_front	DoASe1QfXuI_8	DoASe1QfXuI_8-3-rgb_front	73.97	76.43	I'd say that wrap should stay pretty well in place.
DopLUa7Gl8s	DopLUa7Gl8s-5-rgb_front	DopLUa7Gl8s_1	DopLUa7Gl8s_1-5-rgb_front	5.4	8.93	We just talked about riding the board.
DopLUa7Gl8s	DopLUa7Gl8s-5-rgb_front	DopLUa7Gl8s_16	DopLUa7Gl8s_16-5-rgb_front	116.17	122.9	If you've fallen in to the water, you're doing a bad job at riding the board, OK.
DpR_FCiPIBA	DpR_FCiPIBA-1-rgb_front	DpR_FCiPIBA_10	DpR_FCiPIBA_10-1-rgb_front	59.52	69.51	On a shortboard, my feet are going to go around here, front feet around here, the middle of the board.
DpR_FCiPIBA	DpR_FCiPIBA-1-rgb_front	DpR_FCiPIBA_3	DpR_FCiPIBA_3-1-rgb_front	15.07	24.13	We are going to use a base coat of wax and then a top coat of wax in order to create grip so we don't slip: that would be a rookie mistake.
DpzyzJvORMg	DpzyzJvORMg-3-rgb_front	DpzyzJvORMg_14	DpzyzJvORMg_14-3-rgb_front	62.94	71.21	Remember, to use herbs to treat pimples, try a paste of fresh mint, lemon juice and tumeric powder, or a paste of sandalwood powder and rosewater.
DpzyzJvORMg	DpzyzJvORMg-3-rgb_front	DpzyzJvORMg_16	DpzyzJvORMg_16-3-rgb_front	74.21	76.49	Nobody wants to live with pimples.
DpzyzJvORMg	DpzyzJvORMg-3-rgb_front	DpzyzJvORMg_6	DpzyzJvORMg_6-3-rgb_front	30.15	33.4	Apply this paste to the pimples and let it dry.
DpzyzJvORMg	DpzyzJvORMg-3-rgb_front	DpzyzJvORMg_9	DpzyzJvORMg_9-3-rgb_front	43.05	49.63	Another natural remedy is to make a paste of sandalwood powder and rosewater.
Dq8zmP6p_J4	Dq8zmP6p_J4-8-rgb_front	Dq8zmP6p_J4_11	Dq8zmP6p_J4_11-8-rgb_front	75.37	81.53	You also want to make sure that along with all your decorative scissors, you have just a regular pair of scissors for any other cutting you might want to do.
Dq8zmP6p_J4	Dq8zmP6p_J4-8-rgb_front	Dq8zmP6p_J4_6	Dq8zmP6p_J4_6-8-rgb_front	31.39	36.11	That way you can just dump them all in there and dig through them as you need them.
Dq8zmP6p_J4	Dq8zmP6p_J4-8-rgb_front	Dq8zmP6p_J4_9	Dq8zmP6p_J4_9-8-rgb_front	54.64	61.44	This one's really nice because it spins and you can see all of the different cuts that it makes already on the scissors.
DrZTDpIH7bk	DrZTDpIH7bk-5-rgb_front	DrZTDpIH7bk_2	DrZTDpIH7bk_2-5-rgb_front	69.42	106.49	So mainly the first steps or stages of a facial of any facial really, you want to prepare the skin and cleansing and exfoliating helps to open the skin's pores so that the skin can receive the other products or ingredients of the rest of the treatment so when the skin's pores are wide open you're going to benefit the most from the treatment.
DrzPForr8Yw	DrzPForr8Yw-5-rgb_front	DrzPForr8Yw_5	DrzPForr8Yw_5-5-rgb_front	72.7	101.17	It's a; you want to make sure you have the proper alignment on your vehicle whenever you do, get new tires so that they're not wearing unevenly because sometimes if the alignment is off very badly you will get a wavy fashion across the tread and this is another problem; this could cause a vibration as you're driving down the street from this being chopped up in this fashion and that's usually what they call tire chop.
DrzPForr8Yw	DrzPForr8Yw-5-rgb_front	DrzPForr8Yw_7	DrzPForr8Yw_7-5-rgb_front	110.11	114.63	And that concludes dealing with tire tread on the automotive vehicle.
DsbLRAdnEHM	DsbLRAdnEHM-5-rgb_front	DsbLRAdnEHM_5	DsbLRAdnEHM_5-5-rgb_front	39.6	51.09	Now, I didn't plan it that way or buy these two together but sometimes you kind of luck out and while you're piecing things together in your closet, you have two things that just kind of seem like they fit together.
DtJh6Hwgu8M	DtJh6Hwgu8M-8-rgb_front	DtJh6Hwgu8M_7	DtJh6Hwgu8M_7-8-rgb_front	32.47	38.95	And Thai tea is usually consumed when it is sweet so also if you are afraid of sugar and calories stay away from Thai tea.
DtJh6Hwgu8M	DtJh6Hwgu8M-8-rgb_front	DtJh6Hwgu8M_8	DtJh6Hwgu8M_8-8-rgb_front	39.1	48.73	But it is a wonderful treat to try if you want to enter into the Asian cuisines and touch upon what is popular in different Asian tea houses.
Du41T4cbdds	Du41T4cbdds-5-rgb_front	Du41T4cbdds_0	Du41T4cbdds_0-5-rgb_front	2.68	5.62	Ok, now we're going to check the brake fluid.
Du41T4cbdds	Du41T4cbdds-5-rgb_front	Du41T4cbdds_11	Du41T4cbdds_11-5-rgb_front	92.91	103.64	You want to make sure your fluid is always at this max line, on the brake reservoir itself.
Du41T4cbdds	Du41T4cbdds-5-rgb_front	Du41T4cbdds_13	Du41T4cbdds_13-5-rgb_front	114.38	118.79	We're going to need to add fluid, in this situation.
DvKS20WKiX4	DvKS20WKiX4-8-rgb_front	DvKS20WKiX4_17	DvKS20WKiX4_17-8-rgb_front	62.67	63.52	Up and down.
DvKS20WKiX4	DvKS20WKiX4-8-rgb_front	DvKS20WKiX4_18	DvKS20WKiX4_18-8-rgb_front	63.59	71.13	You're going to continue this all the way around the perimeter of your object.
Dvq-Fc0-Lxk	Dvq-Fc0-Lxk-5-rgb_front	Dvq-Fc0-Lxk_16	Dvq-Fc0-Lxk_16-5-rgb_front	98.87	100.2	So grab it and push it up towards the scalp.
Dvq-Fc0-Lxk	Dvq-Fc0-Lxk-5-rgb_front	Dvq-Fc0-Lxk_19	Dvq-Fc0-Lxk_19-5-rgb_front	105.88	108.34	And that's how you scrunch your hair.
Dvq-Fc0-Lxk	Dvq-Fc0-Lxk-5-rgb_front	Dvq-Fc0-Lxk_6	Dvq-Fc0-Lxk_6-5-rgb_front	26.18	36.02	So when you get out of the shower you just want to take your towel and kind of go in and just remove as much water as possible.
Dvq-Fc0-Lxk	Dvq-Fc0-Lxk-5-rgb_front	Dvq-Fc0-Lxk_9	Dvq-Fc0-Lxk_9-5-rgb_front	51.07	54.35	You can even use a spray gel.
Dw9swLUK-Ek	Dw9swLUK-Ek-5-rgb_front	Dw9swLUK-Ek_16	Dw9swLUK-Ek_16-5-rgb_front	145.45	149.13	And there's our finished clown mask.
Dw9swLUK-Ek	Dw9swLUK-Ek-5-rgb_front	Dw9swLUK-Ek_3	Dw9swLUK-Ek_3-5-rgb_front	19.67	27.52	You want to do just a big arch over both of the eyes like that with nice bright colors.
DwB2ujCHykM	DwB2ujCHykM-5-rgb_front	DwB2ujCHykM_0	DwB2ujCHykM_0-5-rgb_front	1.26	31.54	So, when you're speaking with your tailor or maybe the rental place, where you're going to be renting your suit, or someone that is designing and creating something special for you, one thing to consider is different neck shapes that you have, which are going to kind of alter the shoulder style that your garment is going to be tailored in; your jacket specifically.
DwB2ujCHykM	DwB2ujCHykM-5-rgb_front	DwB2ujCHykM_2	DwB2ujCHykM_2-5-rgb_front	52.46	72.11	So, there's different ways to measure that, or there's different ways to kind of point out or notice and take into account, meaning what type of shoulder you want based on your neck, whatever neck you've been given.
DxDbmYtzT14	DxDbmYtzT14-8-rgb_front	DxDbmYtzT14_4	DxDbmYtzT14_4-8-rgb_front	24.05	35.43	Keeping this in mind, he knows that the tiger was also a larger animal than most of the other animals and the tiger's techniques would not be something that a smaller person would be able to use.
DxDbmYtzT14	DxDbmYtzT14-8-rgb_front	DxDbmYtzT14_6	DxDbmYtzT14_6-8-rgb_front	53.3	68.56	The tiger's techniques were head on, they were for someone who is stronger, and fast and the techniques often show that, for example we do a technique called tiger on guard, tiger crouches, tiger strikes to the throat.
DxDbmYtzT14	DxDbmYtzT14-8-rgb_front	DxDbmYtzT14_9	DxDbmYtzT14_9-8-rgb_front	86.97	90.81	This is not a technique you would do to someone who is much bigger than you.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_15	DxFIaxNaCZI_15-8-rgb_front	56.54	58.68	People might just run into the plant.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_17	DxFIaxNaCZI_17-8-rgb_front	62.86	63.85	So in order to make our plant more secure.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_18	DxFIaxNaCZI_18-8-rgb_front	64.03	69.51	Especially, when we use a plastic container like this, too.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_25	DxFIaxNaCZI_25-8-rgb_front	85.76	87.81	Decorative rocks, large boulders.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_35	DxFIaxNaCZI_35-8-rgb_front	119.01	120.5	Or we can also use little ornaments like this.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_4	DxFIaxNaCZI_4-8-rgb_front	21.3	25.79	Hopefully, you shouldn't have too many problems with your plant being unstable.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_47	DxFIaxNaCZI_47-8-rgb_front	154.34	159.35	Or another really great technique is to simply prop the plant up.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_48	DxFIaxNaCZI_48-8-rgb_front	159.44	162.59	So that it's leaning against the wall.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_6	DxFIaxNaCZI_6-8-rgb_front	27.18	28.33	Large and small.
DxFIaxNaCZI	DxFIaxNaCZI-8-rgb_front	DxFIaxNaCZI_9	DxFIaxNaCZI_9-8-rgb_front	33.72	37.55	But sometimes, if a plant has a shallow root system.
DxHtXNKvCDA	DxHtXNKvCDA-5-rgb_front	DxHtXNKvCDA_10	DxHtXNKvCDA_10-5-rgb_front	61.4	63.58	So think of the value you will be receiving just from this one customer alone.
DxHtXNKvCDA	DxHtXNKvCDA-5-rgb_front	DxHtXNKvCDA_7	DxHtXNKvCDA_7-5-rgb_front	34.56	45.11	If you retain customer's, then you not only retain your business for a month, a year, but it could go on longer than that.
DxHtXNKvCDA	DxHtXNKvCDA-5-rgb_front	DxHtXNKvCDA_8	DxHtXNKvCDA_8-5-rgb_front	47.33	52.01	Think about the customer base that you could build upon from that one customer.
Dxk6YjZDmpI	Dxk6YjZDmpI-11-rgb_front	Dxk6YjZDmpI_10	Dxk6YjZDmpI_10-11-rgb_front	79.43	86.65	Then the secret ingredient to this is going to be cilantro.
Dxk6YjZDmpI	Dxk6YjZDmpI-11-rgb_front	Dxk6YjZDmpI_11	Dxk6YjZDmpI_11-11-rgb_front	87.26	101.37	A cilantro is a interesting vegetable you got to really wash it well or you're going to find sand and grit in it, so wash it and stem it.
Dy0raZ2UbmU	Dy0raZ2UbmU-8-rgb_front	Dy0raZ2UbmU_12	Dy0raZ2UbmU_12-8-rgb_front	40.14	40.36	Good.
Dy0raZ2UbmU	Dy0raZ2UbmU-8-rgb_front	Dy0raZ2UbmU_22	Dy0raZ2UbmU_22-8-rgb_front	70.91	72.25	Very nice.
Dy0raZ2UbmU	Dy0raZ2UbmU-8-rgb_front	Dy0raZ2UbmU_4	Dy0raZ2UbmU_4-8-rgb_front	16.12	17.38	Forward, back; forward, back.
E-PDvv4N-uE	E-PDvv4N-uE-5-rgb_front	E-PDvv4N-uE_5	E-PDvv4N-uE_5-5-rgb_front	25.66	33.54	The other function of a plum line is to tell you where your posts are going to go.
E-YP10G7QdI	E-YP10G7QdI-3-rgb_front	E-YP10G7QdI_5	E-YP10G7QdI_5-3-rgb_front	32.3	35.48	We call it a foot because it sits on there, right?
E-YP10G7QdI	E-YP10G7QdI-3-rgb_front	E-YP10G7QdI_7	E-YP10G7QdI_7-3-rgb_front	39.26	50.11	We're going to start right in the center smear it around like this, if you get to much on there as you tip it, which we don't want to do, as we tip it wax rolls off runs down the side glaze won't stick to there.
E-YP10G7QdI	E-YP10G7QdI-3-rgb_front	E-YP10G7QdI_8	E-YP10G7QdI_8-3-rgb_front	50.37	64.42	Since it didn't do that we still have some wax in our sponge so I'm going to go about a quarter of an inch at least slowly turn the pot turning my wrist, both wrists like that all the way over.
E-njnp8kIXA	E-njnp8kIXA-5-rgb_front	E-njnp8kIXA_14	E-njnp8kIXA_14-5-rgb_front	114.52	118.0	That's how to run the out route.
E-njnp8kIXA	E-njnp8kIXA-5-rgb_front	E-njnp8kIXA_2	E-njnp8kIXA_2-5-rgb_front	12.81	14.99	The out route can be very effective.
E-zi5MLGq_U	E-zi5MLGq_U-8-rgb_front	E-zi5MLGq_U_1	E-zi5MLGq_U_1-8-rgb_front	5.92	7.64	Let's try combining the 2.
E-zi5MLGq_U	E-zi5MLGq_U-8-rgb_front	E-zi5MLGq_U_16	E-zi5MLGq_U_16-8-rgb_front	75.33	86.52	You can really have some fun with putting the hoop down by extending that second arm through the hoop, turning slowly and then giving the hoop a whirl.
E-zi5MLGq_U	E-zi5MLGq_U-8-rgb_front	E-zi5MLGq_U_19	E-zi5MLGq_U_19-8-rgb_front	96.91	108.29	Lift ups and drop downs are a lot of fun, so play with them and make this trick your own.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_11	E29uPL981ZQ_11-1-rgb_front	58.21	61.54	If you ever see them in action they really do, they just slide right in the dirt like it's water and disappear right away.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_13	E29uPL981ZQ_13-1-rgb_front	65.84	67.2	They don't get very big.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_23	E29uPL981ZQ_23-1-rgb_front	103.64	105.33	There are a couple of different species of sand boas.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_5	E29uPL981ZQ_5-1-rgb_front	18.37	30.45	Sand boas are one of the few snakes where you can actually tell the sex by dimorphism which means they have, both sexes have different characteristics.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_7	E29uPL981ZQ_7-1-rgb_front	36.19	38.0	The males have a longer tail section.
E29uPL981ZQ	E29uPL981ZQ-1-rgb_front	E29uPL981ZQ_8	E29uPL981ZQ_8-1-rgb_front	39.5	44.63	Interesting things about the sand boas, the sand boas do live most of their lives underground.
E3r2mQix7Uo	E3r2mQix7Uo-5-rgb_front	E3r2mQix7Uo_1	E3r2mQix7Uo_1-5-rgb_front	5.21	11.84	Just to make sure that everybody is up to snuff on the situation.
E3r2mQix7Uo	E3r2mQix7Uo-5-rgb_front	E3r2mQix7Uo_10	E3r2mQix7Uo_10-5-rgb_front	38.81	50.1	Two identical dice, right and the object is to roll them both at the same time.
E3r2mQix7Uo	E3r2mQix7Uo-5-rgb_front	E3r2mQix7Uo_12	E3r2mQix7Uo_12-5-rgb_front	66.82	99.36	There's six plus four equals ten so the whole deal is you're playing with two six sided dice and probability is at play and the thing, the combination, the sum that most often comes up will be seven because it's most likely with two six sided dice to get a seven than anything else.
E4dMO7t5pBI	E4dMO7t5pBI-8-rgb_front	E4dMO7t5pBI_12	E4dMO7t5pBI_12-8-rgb_front	123.82	138.44	Now, the abscess is only painful if you bite hard on it or if your; if you become infirmed enough that your normal immune system doesn't attack it.
E4dMO7t5pBI	E4dMO7t5pBI-8-rgb_front	E4dMO7t5pBI_6	E4dMO7t5pBI_6-8-rgb_front	39.15	47.2	So, surgery is avoided; surgery is done at the apex of the tooth for one of several reasons.
E4dMO7t5pBI	E4dMO7t5pBI-8-rgb_front	E4dMO7t5pBI_9	E4dMO7t5pBI_9-8-rgb_front	93.42	100.92	The early portion of an abscess tooth is quite uncomfortable there is a lot of pain from the intense pressure.
E5DPRjL6agA	E5DPRjL6agA-8-rgb_front	E5DPRjL6agA_1	E5DPRjL6agA_1-8-rgb_front	5.71	15.73	What you are going to want to do when you start waxing is you are going to want to take your iron and hold it above the snowboard and touch it with your bar of wax and your wax will begin to drip off.
E5cOv1SZCKg	E5cOv1SZCKg-3-rgb_front	E5cOv1SZCKg_1	E5cOv1SZCKg_1-3-rgb_front	4.96	6.82	Now weâre going to lower the car.
E6Cnf4SEZc0	E6Cnf4SEZc0-8-rgb_front	E6Cnf4SEZc0_13	E6Cnf4SEZc0_13-8-rgb_front	53.01	56.62	And the second he comes to you you're going to praise him heavily and make him feel very good about what he's done.
E6Cnf4SEZc0	E6Cnf4SEZc0-8-rgb_front	E6Cnf4SEZc0_2	E6Cnf4SEZc0_2-8-rgb_front	8.97	13.43	The topic of today's discussion is teaching your dog how to come when called.
E6lt9dk8HTs	E6lt9dk8HTs-8-rgb_front	E6lt9dk8HTs_3	E6lt9dk8HTs_3-8-rgb_front	32.33	46.44	They are typically very inexpensive, in the 10 to 20 dollar range but by comparison a good felt hat for those of you who don't know is going to run you anywhere from 100 to 300 dollars so if you want a hat like this a good hat box is a tremendous investment.
E7MoG6eOLU4	E7MoG6eOLU4-5-rgb_front	E7MoG6eOLU4_4	E7MoG6eOLU4_4-5-rgb_front	52.69	70.53	And we would do a couple of these to show you this style and then we get them into the deep fryer in a minute and see what happens from there.
E9l9MijxduM	E9l9MijxduM-5-rgb_front	E9l9MijxduM_14	E9l9MijxduM_14-5-rgb_front	73.42	75.69	That's called interference.
E9l9MijxduM	E9l9MijxduM-5-rgb_front	E9l9MijxduM_2	E9l9MijxduM_2-5-rgb_front	9.14	9.95	One thing that's important is when you're trying to make an interception; you have to have a good read on the ball.
EA5TtaqpJ9w	EA5TtaqpJ9w-4-rgb_front	EA5TtaqpJ9w_16	EA5TtaqpJ9w_16-4-rgb_front	102.41	105.43	Quick ball reversal will really hurt this defense.
EA5TtaqpJ9w	EA5TtaqpJ9w-4-rgb_front	EA5TtaqpJ9w_19	EA5TtaqpJ9w_19-4-rgb_front	120.13	123.02	This defense is designed to stop the outside shot.
EA5TtaqpJ9w	EA5TtaqpJ9w-4-rgb_front	EA5TtaqpJ9w_26	EA5TtaqpJ9w_26-4-rgb_front	175.3	177.47	So the weak spots are here and here.
EA5TtaqpJ9w	EA5TtaqpJ9w-4-rgb_front	EA5TtaqpJ9w_7	EA5TtaqpJ9w_7-4-rgb_front	0.62	39.06	Now, you have to have athletes in order to really run this defense.
EA5TtaqpJ9w	EA5TtaqpJ9w-4-rgb_front	EA5TtaqpJ9w_8	EA5TtaqpJ9w_8-4-rgb_front	39.49	41.06	It's really, really important.
EBc1o6yZcoQ	EBc1o6yZcoQ-5-rgb_front	EBc1o6yZcoQ_7	EBc1o6yZcoQ_7-5-rgb_front	54.71	63.69	Or, they're going to be used to balancing with their neck a great deal, which is going to cause issues along the back area and in the hindquarters.
EBmoqACA2tE	EBmoqACA2tE-8-rgb_front	EBmoqACA2tE_5	EBmoqACA2tE_5-8-rgb_front	27.99	32.54	These are real nice because you don't have to do any folding of the ground cloth or anything like that.
ED008VqMDJU	ED008VqMDJU-3-rgb_front	ED008VqMDJU_1	ED008VqMDJU_1-3-rgb_front	1.97	6.14	The next thing I want to talk to you about is silence.
ED008VqMDJU	ED008VqMDJU-3-rgb_front	ED008VqMDJU_10	ED008VqMDJU_10-3-rgb_front	33.9	40.56	No, I'd rather be silent and punish you, than tell you how I'm really feeling or thinking.
ED008VqMDJU	ED008VqMDJU-3-rgb_front	ED008VqMDJU_3	ED008VqMDJU_3-3-rgb_front	13.13	14.74	And what does that communicate?
ED0DdlXJMFQ	ED0DdlXJMFQ-8-rgb_front	ED0DdlXJMFQ_1	ED0DdlXJMFQ_1-8-rgb_front	5.36	7.99	You can use one or two.
EDwjk7W45lo	EDwjk7W45lo-8-rgb_front	EDwjk7W45lo_14	EDwjk7W45lo_14-8-rgb_front	67.5	70.16	And then all those other I's have different meanings too.
EDwjk7W45lo	EDwjk7W45lo-8-rgb_front	EDwjk7W45lo_5	EDwjk7W45lo_5-8-rgb_front	17.93	24.63	OK, so there are many different ways in which we can write that letter I, and it indicates how we feel about ourselves.
EEMLjP2s3Sg	EEMLjP2s3Sg-11-rgb_front	EEMLjP2s3Sg_1	EEMLjP2s3Sg_1-11-rgb_front	7.22	25.22	Once you rolled out your pie crust take a spatula and just kind of work it under it cause you don't want to tear it.
EEMLjP2s3Sg	EEMLjP2s3Sg-11-rgb_front	EEMLjP2s3Sg_2	EEMLjP2s3Sg_2-11-rgb_front	25.24	31.4	If it's stuck anywhere from underneath non commercial surface and it would be hard to get off.
